0.0,0.79218304,0.05
0.0,0.79218304,0.1
0.0,0.8265014,0.15
0.0,0.79218304,0.2
0.0,0.79218304,0.25
0.0,0.8265014,0.3
0.0,0.8265014,0.35000002
0.0,0.85033363,0.40000004
0.0,0.8293613,0.45000005
0.0,0.7950429,0.50000006
0.0,0.7950429,0.5500001
0.0,0.8846521,0.6000001
0.0,0.8265014,0.6500001
0.0,0.79218304,0.7000001
0.0,0.79218304,0.7500001
0.0,0.85986656,0.80000013
0.0,0.82459486,0.85000014
0.0,0.81410867,0.90000015
0.0,0.8846521,0.95000017
0.5,0.81696856,0.05
0.5,0.8388942,0.1
0.5,0.88655865,0.15
0.5,0.900858,0.2
0.5,0.8903718,0.25
0.5,0.8903718,0.3
0.5,0.8903718,0.35000002
0.5,0.8903718,0.40000004
0.5,0.8903718,0.45000005
0.5,0.90276456,0.50000006
0.5,0.9037178,0.5500001
0.5,0.9037178,0.6000001
0.5,0.9037178,0.6500001
0.5,0.9037178,0.7000001
0.5,0.9037178,0.7500001
0.5,0.9037178,0.80000013
0.5,0.9037178,0.85000014
0.5,0.9037178,0.90000015
0.5,0.9037178,0.95000017
1.0,0.7340324,0.05
1.0,0.81696856,0.1
1.0,0.83222115,0.15
1.0,0.8388942,0.2
1.0,0.88655865,0.25
1.0,0.88655865,0.3
1.0,0.900858,0.35000002
1.0,0.900858,0.40000004
1.0,0.900858,0.45000005
1.0,0.8884652,0.50000006
1.0,0.8903718,0.5500001
1.0,0.8903718,0.6000001
1.0,0.8903718,0.6500001
1.0,0.8903718,0.7000001
1.0,0.8903718,0.7500001
1.0,0.8903718,0.80000013
1.0,0.8903718,0.85000014
1.0,0.8903718,0.90000015
1.0,0.8903718,0.95000017
